PK,Order No,Customer ID,Vessel Code,SR Code,Product Code,Port Code,Invoice Date,Sales (USD),QTY,COGS (USD),MC1 (USD)
65184,I30031255,5869490,436998,IND2,27772,SINGAP,28-01-2022,289.5,150,-82.38,207.12
65185,I30032610,5869490,406456,IND2,27772,AMSTDM,11-04-2022,289.5,150,-90.31,199.19
65186,I30048236,5882690,421042,IND3,48761,TERNEZ,30-04-2024,289.51,50,-123.6,165.91
65187,I30037843,5052161,370065,IND1,27772,JEBELA,28-02-2023,289.54,100,-80.79,208.75
65188,I30049035,5869490,439629,IND2,55134,SINGAP,10-06-2024,289.56,50,-133.52,156.04
65189,I30050818,5869490,389587,IND2,55134,ISTBST,15-08-2024,289.56,50,-109.41,180.15
65190,I30030796,5949850,388395,IND1,39829,SINGAP,17-12-2021,289.57,1,-172.9,116.67
65191,I30030376,5949850,425806,IND1,39829,FUJAIR,03-11-2021,289.57,1,-110.68,178.89
65192,I30050109,5872600,475961,IND2,15047,ISTBST,23-07-2024,289.57,50,-63.39,226.18
65193,I30047804,5882690,442123,IND3,15047,PRTART,23-04-2024,289.59,75,-122.26,167.33
65194,I30042586,5776517,313977,IND1,27772,HOUSTN,20-09-2023,289.6,125,-114.75,174.85
65195,I30034688,5949850,340604,IND1,65691,ROTTRD,23-09-2022,289.6,5,-71.8,217.8
65196,S10203384,5882690,479902,IND3,65128,YANGZH,06-03-2023,289.61,1,-75.84,213.77
65197,I30059116,5920605,349001,IND3,27772,HEREKE,19-08-2025,289.63,75,-57.12,232.51
65198,I30052400,5869490,468428,IND2,43634,MUMBAI,24-10-2024,289.66,50,-89.64,200.02
65199,I30056330,5949850,408345,IND1,56608,ANTWRP,17-04-2025,289.66,3,-88.41,201.25
65200,I30037727,5949850,433148,IND1,18091,TIANJN,09-03-2023,289.67,3,-17.73,271.94
65201,I30054734,5973370,371346,IND1,28208,SINGAP,18-02-2025,289.68,48,-85.22,204.46
65202,I30053484,5776517,403125,IND1,48641,RICBAY,24-12-2024,289.68,4,-39.43,250.25
65203,I30058840,5973370,491071,IND1,28208,FUJAIR,13-08-2025,289.68,48,-80.2,209.48
65204,I30028258,5869490,400664,IND2,79269,SINGAP,17-06-2021,289.72,4,-82.51,207.21
65205,I30036305,5086242,363467,IND3,18091,ROTTRD,21-12-2022,289.72,3,-19.61,270.11
65206,I30030866,5776517,379528,IND1,79269,HOUSTN,15-12-2021,289.72,4,-81.28,208.44
65207,I30026831,5869490,355752,IND2,79269,FUJAIR,11-03-2021,289.72,4,-79.09,210.63
65208,I30028381,5869490,435518,IND2,79269,SINGAP,28-06-2021,289.72,4,-81.48,208.24
65209,I30026561,5869490,471866,IND2,79269,ONSANN,26-02-2021,289.72,4,-73.25,216.47
65210,I30030784,5869490,493609,IND2,79269,FUJAIR,29-11-2021,289.72,4,-80.95,208.77
65211,I30028215,5869490,349950,IND2,79269,FUJAIR,14-06-2021,289.72,4,-80.59,209.13
65212,I30026938,5869490,499947,IND2,79269,SINGAP,08-04-2021,289.72,4,-81.08,208.64
65213,I30058515,5511699,466199,IND3,79269,JNPTPT,22-07-2025,289.72,1,-20.68,269.04
65214,I30028197,5869490,437925,IND2,79269,ANTWRP,08-06-2021,289.72,4,-82.46,207.26
65215,I30027411,5776828,458031,IND2,79269,ROTTRD,21-04-2021,289.72,4,-82.03,207.69
65216,I30026742,5776517,488768,IND1,79269,SINGAP,12-03-2021,289.72,4,-76.97,212.75
65217,I30029334,5949850,346060,IND1,56633,PJEROM,25-08-2021,289.75,50,-52.39,237.36
65218,I30029556,5949850,412956,IND1,56633,PRTSID,08-09-2021,289.75,50,-53.66,236.09
65219,I30034159,5869490,472760,IND2,29738,SINGAP,11-08-2022,289.77,75,-92.25,197.52
65220,I30049589,5776517,368444,IND1,29738,ROTTRD,09-07-2024,289.77,75,-81.61,208.16
65221,I30036271,5869490,472760,IND2,29738,YOSUOO,12-12-2022,289.77,50,-80.06,209.71
65222,I30036328,5776517,384387,IND1,29738,FUJAIR,07-12-2022,289.77,75,-94.14,195.63
65223,I30052337,5869490,304270,IND2,29738,GIBRAL,28-10-2024,289.77,75,-117.17,172.6
65224,I30047133,5869490,340039,IND2,29738,SHANGH,21-03-2024,289.77,75,-73.42,216.35
65225,I30048742,5766763,450539,IND2,29738,LOSANG,20-05-2024,289.77,75,-83.3,206.47
65226,I30051952,5869490,357262,IND2,29738,SINGAP,08-10-2024,289.77,75,-86.97,202.8
65227,I30051500,5869490,302650,IND2,29738,YOSUOO,11-09-2024,289.77,50,-54.44,235.33
65228,I30051566,5776517,384318,IND1,29738,FUJAIR,17-09-2024,289.77,75,-80.46,209.31
65229,I30048368,5809176,424408,IND3,29738,SINGAP,09-05-2024,289.77,75,-78.62,211.15
65230,I30047097,5776517,377318,IND1,29738,SINGAP,29-03-2024,289.77,75,-79.68,210.09
65231,I30045007,5511699,466199,IND3,27772,JEBELA,26-12-2023,289.83,100,-91.43,198.4
65232,I30043944,5227157,461287,IND2,27772,FUJAIR,15-11-2023,289.83,100,-89.76,200.07
65233,I30032705,5138829,378601,IND2,38694,ENNORE,27-04-2022,289.86,50,-53.89,235.97
65234,I30055690,5949850,416336,IND1,14907,SAOSEB,14-03-2025,289.87,75,-98.46,191.41
65235,I30032622,5973370,329867,IND1,17794,SINGAP,29-04-2022,289.88,1,-66,223.88
65236,I30053587,5776828,318169,IND2,28208,ROTTRD,16-12-2024,289.9,60,-98.04,191.86
65237,I30060314,5949850,391974,IND1,27772,BEAUMT,30-10-2025,289.9,100,-88.19,201.71
65238,B20057992,5026940,300759,BGD1,29738,SKAGEN,26-06-2025,289.9,50,-65.26,224.64
65239,I30046417,5949850,319928,IND1,27772,YALOVA,23-02-2024,289.9,100,-75.39,214.51
65240,I30060245,5949850,414594,IND1,27772,ULSANN,21-10-2025,289.9,100,-83.36,206.54
65241,I30052977,5086242,302741,IND3,10922,SINGAP,26-11-2024,289.93,1,-28.48,261.45
65242,I30028571,5973370,368541,IND1,15047,ZHENJI,26-07-2021,289.93,50,-71.22,218.71
65243,I30052977,5086242,302741,IND3,10922,SINGAP,29-11-2024,289.93,1,0,289.93
65244,I30042965,5122255,428093,IND1,29738,FUJAIR,11-10-2023,289.94,75,-107.02,182.92
65245,I30039807,5086242,420379,IND3,29738,LASPAL,23-05-2023,289.95,50,-73.87,216.08
65246,I30053781,5903431,490207,IND3,48641,LOMEEE,22-01-2025,289.97,2,-27.43,262.54
65247,I30042408,5882690,391119,IND3,36551,SINGAP,06-09-2023,289.97,50,-70.47,219.5
65248,I30044255,5882690,416784,IND3,36551,AMSTDM,12-12-2023,289.97,50,-71.82,218.15
65249,I30047552,5903431,336429,IND3,48641,PLISAS,31-03-2024,289.97,2,-32.75,257.22
65250,I30043752,5882690,432146,IND3,36551,SINGAP,31-10-2023,289.97,50,-66.68,223.29
65251,I30041488,5776517,302190,IND1,83920,SINGAP,29-08-2023,290,25,-101.14,188.86
65252,I30043736,5869490,390090,IND2,83920,HOUSTN,26-10-2023,290,25,-98.58,191.42
65253,I30044738,5086242,332213,IND3,48641,GHENTT,13-12-2023,290,3,-25.76,264.24
65254,S10107013,5882690,327989,IND3,15047,SINGAP,10-03-2020,290,125,-182.48,107.52
65255,I30041908,5189310,424556,IND1,27772,MINASQ,07-08-2023,290.02,75,-69.94,220.08
65256,I30045643,5869490,407900,IND2,30126,FREEPT,31-01-2024,290.08,50,-114.83,175.25
65257,I30038365,5869490,398031,IND2,37011,BUSANN,31-03-2023,290.1,4,-218.11,71.99
65258,I30042906,5869490,343317,IND2,37011,BUSANN,21-09-2023,290.1,4,-211.3,78.8
65259,I30044724,5869490,432853,IND2,37011,ANTWRP,12-12-2023,290.1,4,-141.63,148.47
65260,I30043167,5869490,398031,IND2,37011,BUSANN,13-10-2023,290.1,4,-210.16,79.94
65261,I30038111,5869490,347532,IND2,37011,JEBELA,07-03-2023,290.1,4,-201.44,88.66
65262,I30044845,5800581,311351,IND2,37011,FUJAIR,18-12-2023,290.1,4,-201.58,88.52
65263,I30050544,5973370,354739,IND1,27772,KANDLA,05-08-2024,290.11,75,-68.25,221.86
65264,I30059247,5973370,354739,IND1,15047,ZHOUSH,08-09-2025,290.11,50,-80.69,209.42
65265,I30055934,5973370,491071,IND1,36551,PORTOR,02-04-2025,290.11,25,-29.87,260.24
65266,I30033542,5949850,411709,IND1,46269,FUJAIR,20-06-2022,290.12,4,-44.98,245.14
65267,I30055060,5949850,401073,IND1,56608,YOSUOO,27-02-2025,290.14,2,-54.49,235.65
65268,I30038414,5869490,468203,IND2,48641,SINGAP,22-03-2023,290.16,6,-22.4,267.76
65269,I30038862,5869490,368408,IND2,48641,ROTTRD,18-04-2023,290.16,6,-52.29,237.87
65270,I30040309,5869490,418678,IND2,48641,SINGAP,12-06-2023,290.16,6,-22.16,268
65271,I30029558,5138829,470083,IND2,15047,CHENNA,20-10-2021,290.17,50,-101.46,188.71
65272,I30047654,5882690,360653,IND3,48641,PORELI,03-04-2024,290.23,4,-23.48,266.75
65273,I30031770,5949850,392882,IND1,30126,SAVANN,25-02-2022,290.24,75,-122.41,167.83
65274,I30036167,5052161,491706,IND1,47625,COLOMB,29-11-2022,290.25,60,-110.15,180.1
65275,I30051103,5776517,338654,IND1,38694,SINGAP,12-09-2024,290.3,75,-93,197.3
65276,I30033476,5949850,346060,IND1,48641,MAILIA,14-06-2022,290.3,5,-50.46,239.84
65277,I30048742,5766763,450539,IND2,38694,LOSANG,20-05-2024,290.3,75,-93.83,196.47
65278,I30046049,5776517,443190,IND1,29738,FUJAIR,05-02-2024,290.31,75,-101.73,188.58
65279,I30045773,5776517,384387,IND1,29738,NEWORL,30-01-2024,290.31,75,-103.89,186.42
65280,I30036560,5138829,463688,IND2,46269,CHENNA,21-12-2022,290.32,2,-20.45,269.87
65281,I30044848,5776517,402877,IND1,38694,KAKINA,22-12-2023,290.34,50,-67.03,223.31
65282,I30039355,5869490,338437,IND2,38694,RASKHR,08-05-2023,290.34,50,-60.26,230.08
65283,I30028085,5138829,323905,IND2,15047,CHENNA,30-06-2021,290.35,50,-71.55,218.8
65284,I30023942,5869490,479009,IND2,18091,ISKEND,14-08-2020,290.4,3,-16.13,274.27
65285,I30044093,5869490,402292,IND2,47625,BALBOA,16-11-2023,290.4,40,-95.11,195.29
65286,I30023942,5869490,479009,IND2,29872,ISKEND,14-08-2020,290.4,3,-12.83,277.57
65287,I30025590,5869490,399471,IND2,29872,YOKKAI,11-12-2020,290.4,3,-17.94,272.46
65288,I30023942,5869490,479009,IND2,46269,ISKEND,14-08-2020,290.4,3,-29.48,260.92
65289,P60030913,5981691,306617,PAK1,37011,CHONGM,06-01-2022,290.4,2,-59.35,231.05
65290,I30059627,5973370,394912,IND1,48845,NANJIN,12-09-2025,290.42,50,-137.75,152.67
65291,I30032100,5949850,330955,IND1,15047,SINGAP,04-04-2022,290.43,100,-168.23,122.2
65292,I30031820,5949850,376357,IND1,15047,SINGAP,14-03-2022,290.43,100,-169.76,120.67
65293,I30032808,5949850,434763,IND1,15047,SINGAP,06-05-2022,290.43,100,-166.13,124.3
65294,I30031565,5949850,430122,IND1,15047,SINGAP,23-02-2022,290.43,100,-171.57,118.86
65295,I30051629,5927813,473483,IND2,48641,MUMBAI,27-09-2024,290.45,4,-12.24,278.21
65296,I30051153,5552441,303109,IND1,78045,SINGAP,09-09-2024,290.45,100,-95.26,195.19
65297,I30047854,5927813,410130,IND2,48641,DURBAN,24-04-2024,290.45,4,-31.32,259.13
65298,I30050955,5927813,440415,IND2,48641,DHARMT,13-08-2024,290.45,4,-12.2,278.25
65299,I30029439,5973370,329867,IND1,48761,TAICNG,10-09-2021,290.46,25,-60.74,229.72
65300,I30053399,5882690,438925,IND3,47625,SINGAP,12-12-2024,290.46,80,-162.15,128.31
65301,S10196516,5882690,365839,IND3,48761,JEBELA,08-12-2022,290.49,50,-137.43,153.06
65302,I30045781,5949850,463828,IND1,11625,FUJAIR,29-01-2024,290.49,50,-50.56,239.93
65303,I30050173,5949850,459153,IND1,11625,NEWYRK,15-07-2024,290.49,50,-52.88,237.61
65304,S10189211,5882690,425281,IND3,48761,KAOHSI,20-09-2022,290.49,50,-79.49,211
65305,P60056534,5981691,435820,PAK1,37975,FUJAIR,12-06-2025,290.49,1,-20.42,270.07
65306,I30048082,5949850,349133,IND1,11625,ANTWRP,22-04-2024,290.49,50,-42.22,248.27
65307,I30050328,5949850,334341,IND1,11625,ROTTRD,25-07-2024,290.49,50,-41.29,249.2
65308,S10184035,5882690,327989,IND3,48761,SINGAP,20-07-2022,290.49,50,-119.3,171.19
65309,S10188768,5882690,322494,IND3,48761,BREMEN,22-09-2022,290.49,50,-129.83,160.66
65310,I30048835,5949850,330211,IND1,11625,ANTWRP,31-05-2024,290.49,50,-43.99,246.5
65311,I30053579,5949850,378290,IND1,11625,KHORFK,18-12-2024,290.49,50,-41.05,249.44
65312,S10188856,5882690,365390,IND3,48761,BUSANN,09-09-2022,290.49,50,-143.43,147.06
65313,I30046770,5949850,433148,IND1,11625,ANTWRP,04-03-2024,290.49,50,-46.7,243.79
65314,I30038548,5055019,423696,IND1,78045,SINGAP,14-04-2023,290.5,100,-106.6,183.9
65315,I30021189,5949850,373369,IND1,27772,CRISTO,16-03-2020,290.5,175,-89.37,201.13
65316,I30032880,5869490,429386,IND2,16773,GALVES,28-04-2022,290.5,100,-207.65,82.85
65317,I30040833,5927813,370264,IND2,15166,DHARMT,26-06-2023,290.51,2,-11.11,279.4
65318,I30049057,5869490,313262,IND2,36551,HUELVA,30-05-2024,290.52,25,-32.85,257.67
65319,I30051468,5869490,313262,IND2,36551,HUELVA,06-09-2024,290.52,25,-32.83,257.69
65320,I30039856,5776517,493796,IND1,49731,FUJAIR,24-05-2023,290.53,50,-176.02,114.51
65321,I30038974,5776517,460853,IND1,49731,HOUSTN,28-04-2023,290.53,50,-175.13,115.4
65322,I30038942,5869490,359672,IND2,49731,KLAIPD,13-04-2023,290.53,50,-104.75,185.78
65323,S10189211,5882690,425281,IND3,29738,KAOHSI,20-09-2022,290.53,100,-85.12,205.41
65324,I30044160,5869490,468203,IND2,49731,SINGAP,17-11-2023,290.53,50,-153.8,136.73
65325,I30037555,5869490,360032,IND2,49731,AMSTDM,17-02-2023,290.53,50,-166.38,124.15
65326,I30041036,5869490,492018,IND2,49731,SINGAP,24-07-2023,290.53,50,-164.36,126.17
65327,I30038827,5869490,359672,IND2,49731,SCHEVE,10-04-2023,290.53,50,-168.38,122.15
65328,S10188768,5882690,322494,IND3,29738,BREMEN,22-09-2022,290.53,100,-115.46,175.07
65329,I30043035,5869490,496076,IND2,49731,SINGAP,02-11-2023,290.53,50,0,290.53
65330,I30038357,5869490,407624,IND2,49731,SINGAP,21-03-2023,290.53,50,-193.92,96.61
65331,S10186097,5882690,406546,IND3,29738,SINGAP,31-08-2022,290.53,100,-117.18,173.35
65332,I30042582,5776517,303134,IND1,49731,SINGAP,26-09-2023,290.53,50,-176.22,114.31
65333,I30042261,5869490,347532,IND2,49731,DUBAIY,28-08-2023,290.53,50,-174.96,115.57
65334,I30041580,5776517,334757,IND1,49731,HOUSTN,08-08-2023,290.53,50,-174.06,116.47
65335,I30037179,5776517,460853,IND1,49731,SINGAP,10-02-2023,290.53,50,-175.79,114.74
65336,I30043645,5809176,335820,IND3,49731,HOUSTN,26-10-2023,290.53,50,-162.76,127.77
65337,I30037060,5869490,451703,IND2,49731,ROTTRD,20-01-2023,290.53,50,-172.23,118.3
65338,S10199363,5882690,327989,IND3,29738,SINGAP,16-01-2023,290.53,100,-169.27,121.26
65339,I30038032,5869490,480366,IND2,49731,FUJAIR,30-03-2023,290.53,50,-162.44,128.09
65340,I30041700,5776517,384387,IND1,49731,ANTWRP,07-08-2023,290.53,50,-180.46,110.07
65341,I30041141,5869490,464398,IND2,49731,SINGAP,12-07-2023,290.53,50,-164.03,126.5
65342,I30041099,5869490,330195,IND2,49731,SINGAP,12-07-2023,290.53,50,-164.03,126.5
65343,I30048231,5882690,472278,IND3,29738,FUJAIR,15-05-2024,290.53,100,-110.9,179.63
65344,I30044593,5869490,407624,IND2,49731,SINGAP,06-12-2023,290.53,50,-148.55,141.98
65345,I30037421,5776517,483715,IND1,49731,SINGAP,28-02-2023,290.53,50,-172.72,117.81
65346,I30042669,5869490,315366,IND2,49731,FUJAIR,12-09-2023,290.53,50,-174,116.53
65347,I30041046,5809176,345490,IND3,49731,ANTWRP,11-07-2023,290.53,50,-177.31,113.22
65348,I30043035,5869490,496076,IND2,49731,SINGAP,17-10-2023,290.53,50,-182.75,107.78
65349,I30039536,5869490,494320,IND2,49731,SINGAP,18-05-2023,290.53,50,-233.45,57.08
65350,I30042870,5869490,357262,IND2,49731,SINGAP,10-10-2023,290.53,50,-184.3,106.23
65351,I30043637,5869490,443473,IND2,49731,SINGAP,25-10-2023,290.53,50,-165.89,124.64
65352,I30033214,5973370,454114,IND1,38694,DAHEJJ,30-05-2022,290.57,50,-50.1,240.47
65353,I30043288,5920605,368952,IND3,15047,CRISTO,09-10-2023,290.59,50,-87.9,202.69
65354,S10194309,5882690,497066,IND3,38694,WEIHAI,15-11-2022,290.6,75,-64.61,225.99
65355,S10185393,5882690,315115,IND3,38694,RIZHAO,10-08-2022,290.6,75,-84.28,206.32
65356,I30030538,5973370,454114,IND1,48641,FUJAIR,15-11-2021,290.62,5,-23.15,267.47
65357,I30045287,5973370,399082,IND1,48641,ONSANN,31-12-2023,290.62,3,-26.63,263.99
65358,I30055398,5882690,442785,IND3,85629,CHANGZ,12-03-2025,290.63,50,-118.98,171.65
65359,I30057669,5882690,365390,IND3,85629,CAOFEI,26-06-2025,290.63,50,-126.28,164.35
65360,I30044414,5973370,488173,IND1,37011,FUJAIR,29-11-2023,290.64,3,-151.23,139.41
65361,B20060613,5026940,478015,BGD1,56367,SINGAP,10-11-2025,290.64,50,-46.46,244.18
65362,I30058868,5869490,434954,IND2,88212,ULSANN,29-08-2025,290.64,25,-101.37,189.27
65363,B20060337,5026940,345519,BGD1,56367,FUJAIR,21-10-2025,290.64,50,-47.45,243.19
65364,I30033900,5903431,488802,IND3,47625,TUZLAA,31-07-2022,290.66,60,-100.1,190.56
65365,I30032277,5869490,354383,IND2,48641,ULSANN,16-03-2022,290.68,4,-37.37,253.31
65366,I30031417,5869490,318023,IND2,48641,TONGYE,21-01-2022,290.68,4,-35.24,255.44
65367,I30032649,5869490,428453,IND2,48641,KOJEEE,20-04-2022,290.68,4,-11.91,278.77
65368,I30052511,5086242,332213,IND3,47625,KLAIPD,28-10-2024,290.69,40,-83.66,207.03
65369,I30019885,5949850,456822,IND1,78981,CIVITA,03-02-2020,290.7,36,-40.34,250.36
65370,I30033359,5055019,341668,IND1,29738,SINGAP,31-05-2022,290.7,75,-84.58,206.12
65371,I30031330,5055019,341668,IND1,29738,SINGAP,20-01-2022,290.7,75,-73.52,217.18
65372,I30058751,5776517,384318,IND1,48641,GIBRAL,31-07-2025,290.72,6,-78.54,212.18
65373,I30056647,5815542,495898,IND1,48641,FUJAIR,30-04-2025,290.72,6,-27.77,262.95
65374,I30055139,5869490,383570,IND2,48641,AMSTDM,26-02-2025,290.72,6,-55.95,234.77
65375,I30061555,5798892,349090,IND2,48641,QINGDA,16-12-2025,290.72,6,-75.75,214.97
65376,I30056267,5815542,340303,IND1,48641,SINGAP,22-04-2025,290.72,6,-24.18,266.54
65377,I30058103,5869490,336098,IND2,48641,SINGAP,08-07-2025,290.72,6,-25.13,265.59
65378,I30054132,5800581,311351,IND2,48641,KHORFK,15-01-2025,290.72,6,-27.77,262.95
65379,I30058037,5869490,434866,IND2,48641,BUSNWP,07-07-2025,290.72,6,-60.27,230.45
65380,I30055356,5869490,468203,IND2,48641,HONGKG,11-03-2025,290.72,6,-226.21,64.51
65381,I30055788,5815542,341905,IND1,48641,ISTBST,24-03-2025,290.72,6,-8.99,281.73
65382,I30061549,5815542,341905,IND1,48641,PIRAEU,08-12-2025,290.72,6,-61.37,229.35
65383,I30054065,5800581,444755,IND2,48641,FUJAIR,13-01-2025,290.72,6,-27.77,262.95
65384,I30056981,5869490,436448,IND2,48641,SINGAP,26-05-2025,290.72,6,-24.86,265.86
65385,I30057197,5869490,407624,IND2,48641,JEBELA,26-05-2025,290.72,6,-27.78,262.94
65386,I30059498,5766763,360149,IND2,48641,SINGAP,08-09-2025,290.72,6,-24.87,265.85
65387,I30057696,5869490,465023,IND2,48641,SINGAP,20-06-2025,290.72,6,-24.72,266
65388,I30052584,5869490,456070,IND2,67119,ZHOUSH,14-11-2024,290.72,1,-41.19,249.53
65389,I30059286,5869490,387863,IND2,48641,SINGAP,10-09-2025,290.72,6,-24.8,265.92
65390,I30056026,5869490,391539,IND2,48641,ROTTRD,03-04-2025,290.72,6,-59.9,230.82
65391,I30057905,5776517,419396,IND1,48641,FUJAIR,23-06-2025,290.72,6,-27.83,262.89
65392,I30057538,5869490,430467,IND2,48641,DUBAIY,09-06-2025,290.72,6,-27.78,262.94
65393,I30032929,5949850,314966,IND1,29738,ROTTRD,25-05-2022,290.73,100,-108.13,182.6
65394,I30037933,5920605,416235,IND3,27772,VISAKH,28-02-2023,290.73,75,-43.2,247.53
65395,I30033511,5949850,408345,IND1,29738,ROTTRD,22-06-2022,290.73,100,-111.18,179.55
65396,I30045345,5869490,343434,IND2,41421,YOSUOO,09-01-2024,290.76,50,-71.1,219.66
65397,I30023311,5138829,470083,IND2,15047,CHENNA,17-07-2020,290.76,50,-72.44,218.32
65398,I30057387,5172968,378406,IND2,82743,VADINA,12-06-2025,290.77,4,-51.8,238.97
65399,I30050543,5973370,354739,IND1,26542,KANDLA,05-08-2024,290.77,2,-19.01,271.76
65400,I30039186,5882690,421042,IND3,27772,SINGAP,28-04-2023,290.78,150,-101.38,189.4
65401,I30039231,5776517,419396,IND1,10922,HOUSTN,10-05-2023,290.78,1,-24.31,266.47
65402,I30040729,5882690,365839,IND3,27772,ISTBST,21-06-2023,290.78,150,-94.45,196.33
65403,I30026934,5869490,346865,IND2,48641,AMSTDM,23-03-2021,290.78,7,-52.15,238.63
65404,I30042740,5086242,358105,IND3,56608,LASPAL,25-09-2023,290.83,2,-44,246.83
65405,I30052734,5949850,342338,IND1,29738,GDANSK,30-10-2024,290.86,75,-80.88,209.98
65406,B20052314,5026940,435524,BGD1,59892,PALMOS,22-10-2024,290.88,1,-19.99,270.89
65407,I30251500,5776517,351318,IND1,27772,ULSANN,11-03-2025,290.88,150,-124.32,166.56
65408,S10180247,5882690,337609,IND3,48761,SINGAP,24-06-2022,290.89,50,-158.84,132.05
65409,B20037116,5026940,468057,BGD1,33724,JIANGZ,25-01-2023,290.91,1,-47.42,243.49
65410,I30039262,5949850,373369,IND1,11625,ANTWRP,18-05-2023,290.91,50,-47.68,243.23
65411,P60050612,5981691,368725,PAK1,48641,FUJAIR,31-07-2024,290.91,4,-18.51,272.4
65412,I30042464,5949850,354057,IND1,11625,SINGAP,07-09-2023,290.91,50,-52.33,238.58
65413,I30038453,5949850,364398,IND1,11625,SINGAP,12-04-2023,290.91,50,-57.28,233.63
65414,P60048334,5981691,328770,PAK1,48641,FUJAIR,30-04-2024,290.91,4,-18.51,272.4
65415,I30059523,5903431,423116,IND3,40190,TUZLAA,09-09-2025,290.92,50,-118.05,172.87
65416,I30022344,5920605,422265,IND3,27772,SINGAP,19-05-2020,290.92,75,-37.8,253.12
65417,I30036305,5086242,363467,IND3,26542,ROTTRD,21-12-2022,290.92,3,-24.05,266.87
65418,I30026616,5903431,488802,IND3,11625,GIBRAL,28-02-2021,290.93,50,-81.54,209.39
65419,I30052704,5920605,485213,IND3,18091,DURBAN,12-11-2024,290.94,2,-16.83,274.11
65420,P60053439,5981691,498278,PAK1,37975,FUJAIR,10-12-2024,290.95,1,-20.42,270.53
65421,I30053167,5086242,420379,IND3,30942,SINGAP,29-11-2024,290.95,2,-47.31,243.64
65422,I30052662,5920605,473000,IND3,43634,CROCKT,31-10-2024,290.97,50,-89.85,201.12
65423,I30059446,5511699,340364,IND3,56367,QINGDA,16-09-2025,290.97,50,-44.82,246.15
65424,I30048659,5949850,440767,IND1,88908,CHONGM,20-05-2024,291,100,-138.05,152.95
65425,I30020584,5949850,428853,IND1,29738,SINGAP,24-02-2020,291,150,-142.48,148.52
65426,I30021002,5949850,427664,IND1,29738,AMSTDM,29-02-2020,291,150,-147.06,143.94
65427,I30020130,5949850,344272,IND1,29738,SINGAP,30-01-2020,291,150,-153.38,137.62
65428,I30020946,5949850,374914,IND1,29738,SINGAP,19-03-2020,291,150,-137.74,153.26
65429,I30023348,5949850,344272,IND1,29738,SINGAP,14-07-2020,291,150,-138.39,152.61
65430,I30027961,5949850,303136,IND1,38694,SINGAP,25-05-2021,291,150,-155.06,135.94
65431,I30023615,5949850,487245,IND1,29738,YOSUOO,06-08-2020,291,150,-145.72,145.28
65432,I30020402,5949850,355132,IND1,29738,SINGAP,11-02-2020,291,150,-144.4,146.6
65433,I30020876,5949850,479294,IND1,29738,ROTTRD,25-02-2020,291,150,-148.63,142.37
65434,I30021429,5949850,439884,IND1,29738,SHANGH,13-04-2020,291,150,-144.06,146.94
65435,I30049992,5882690,468559,IND3,79269,FUJAIR,15-07-2024,291.05,2,-37.79,253.26
65436,I30053961,5882690,320624,IND3,79269,ROTTRD,09-01-2025,291.05,2,-40.01,251.04
65437,I30052681,5882690,410890,IND3,79269,FUJAIR,13-11-2024,291.05,2,-39.47,251.58
65438,I30047735,5869490,401337,IND2,48641,YALOVA,30-04-2024,291.05,5,-18.5,272.55
65439,I30050972,5882690,337609,IND3,79269,SINGAP,20-08-2024,291.05,2,-47.75,243.3
65440,I30053009,5882690,311216,IND3,79269,JIANGZ,26-11-2024,291.05,2,-29.54,261.51
65441,I30057410,5973370,399082,IND1,78045,DERINC,03-06-2025,291.08,75,-52.96,238.12
65442,I30046975,5499455,385409,IND2,25980,SHANGH,15-03-2024,291.09,1,-41.61,249.48
65443,I30052080,5882690,438925,IND3,73135,SINGAP,11-10-2024,291.13,1,-115.74,175.39
65444,I30052681,5882690,410890,IND3,73135,FUJAIR,13-11-2024,291.13,1,-123.05,168.08
65445,I30053597,5882690,403166,IND3,73135,SINGAP,19-12-2024,291.13,1,-112.49,178.64
65446,I30052774,5882690,327989,IND3,37011,SINGAP,14-11-2024,291.14,4,-134.32,156.82
65447,I30053279,5882690,376867,IND3,37011,SINGAP,05-12-2024,291.14,4,-136.85,154.29
65448,I30031279,5920605,368952,IND3,85629,ANTWRP,14-01-2022,291.15,50,-108.16,182.99
65449,I30036934,5869490,499346,IND2,48641,MUNDRA,12-01-2023,291.16,3,-9.47,281.69
65450,I30044424,5800581,312655,IND2,48641,HAZIRA,04-12-2023,291.16,3,-9.21,281.95
65451,I30052845,5882690,497066,IND3,74605,DANGJN,08-11-2024,291.18,100,-154.92,136.26
65452,I30026354,5776517,443670,IND1,56367,ULSANN,11-02-2021,291.19,50,-39.84,251.35
65453,I30027000,5776517,411738,IND1,56367,BUSANN,23-03-2021,291.19,50,-38.45,252.74
65454,I30025969,5776517,392190,IND1,56367,ULSANN,14-01-2021,291.19,50,-48.09,243.1
65455,B20044925,5026940,386857,BGD1,40190,SINGAP,27-12-2023,291.22,50,-143.39,147.83
65456,I30053477,5973370,385252,IND1,48761,KATTUP,10-12-2024,291.23,25,-65.57,225.66
65457,I30050544,5973370,354739,IND1,48761,KANDLA,05-08-2024,291.23,25,-62.92,228.31
65458,I30046717,5869490,347450,IND2,59892,SIKKAA,06-03-2024,291.24,1,-4.52,286.72
65459,I30028659,5973370,382104,IND1,48641,INCHON,09-07-2021,291.24,3,-27.5,263.74
65460,I30028559,5973370,469230,IND1,48641,DAESAN,06-07-2021,291.24,3,-27.78,263.46
